Name,Price,Brand,Url,Rated,Votes,Imgs,CPU,RAM,ManHinh,OCung,Card,HDH,KT&KL
"Laptop Lenovo Ideapad 5 Pro 16ACH6 R5 5600H/16G/512G/16.0""2.5K WQXGA/GeForce GTX1650 4G/Win 11",22490000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-pro-16ach6-r5-5600h?card-do-hoa=gtx-1650,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/9/637956517341065553_lenovo-ideapad-5-pro-16ach6-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/9/637956517340909300_lenovo-ideapad-5-pro-16ach6-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/9/637956517340753067_lenovo-ideapad-5-pro-16ach6-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/9/637956517340440570_lenovo-ideapad-5-pro-16ach6-xam-3.jpg']","AMD, Ryzen 5, 5600H","16 GB (1 thanh 16 GB), DDR4, 3200 MHz","16.0 inch, 2560 x 1600 Pixels, IPS, 120 Hz, 350 nits, IPS",SSD 512 GB,NVIDIA GeForce GTX 1650 4GB,Windows 11 Home,"356 x 251 x 16,9-18,4 mm, 1.9 kg"
"Laptop Asus Zenbook UM5401QA-KN209W R5 5600H/8GB/512GB SSD/14"" OLED 2.8K Touch/Win11",20990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-um5401qa-kn209w-r5-5600h,4.9,121,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445613103589_asus-zenbook-um5401-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445612635097_asus-zenbook-um5401-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445610447390_asus-zenbook-um5401-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445612166374_asus-zenbook-um5401-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/1/637817445614510069_asus-zenbook-um5401-den-5.jpg']","AMD, Ryzen 5, 5600H","8 GB, LPDDR4X, 4267 MHz","14.0 inch, 2880 x 1800 Pixels, OLED, 90 Hz, 500 nits, OLED",SSD 512 GB,AMD Radeon Graphics,Windows 11 Home,"330 x 221.7 x 15.9 mm, 1.4 kg"
"Laptop HP Pavilion 14-dv2075TU i5 1235U/8GB/512GB SSD/14""FHD/Win11",15990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2075tu-i5-1235u,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109598050514281_hp-pavilion-14-dv-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109598049545059_hp-pavilion-14-dv-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109598049966032_hp-pavilion-14-dv-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109598049159468_hp-pavilion-14-dv-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109598048109791_hp-pavilion-14-dv-bac-5.jpg']","Intel, Core i5, 1235U","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, LED Backlit",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"32.5 x 21.66 x 1.7 cm, 1.41 kg"
"Laptop Asus Vivobook A1503ZA-L1150W i3 1220P/8GB/256GB/15.6""FHD/Win 11",14990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a1503za-l1150w-i3-1220p,4.8,63,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619242794999_asus-vivobook-a1503-xanh-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619242638719_asus-vivobook-a1503-xanh-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619242326248_asus-vivobook-a1503-xanh-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619242638719_asus-vivobook-a1503-xanh-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619242170008_asus-vivobook-a1503-xanh-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910619241857572_asus-vivobook-a1503-xanh-6.jpg']","Intel, Core i3, 1220P","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 600 nits, OLED",SSD 256 GB,Intel UHD Graphics,Windows 11,"356.8 x 227.6 x 19.9 mm, 1.7 kg"
Laptop HP 14s fq1065AU R5 5500U/8GB/512GB/14” HD/ Win 11,11990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-14s-fq1065au-r5-5500u,4.3,3,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060334777247025_hp-14s-dq-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060334777048956_hp-14s-dq-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060334777048956_hp-14s-dq-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060334776572983_hp-14s-dq-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060334775940477_hp-14s-dq-bac-5.jpg']","AMD, Ryzen 5, 5500U","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","14.0 inch, 1366 x 768 Pixels, SVA, 60 Hz, 250 nits, Anti-glare Micro-edge WLED-backlit",SSD 512 GB,AMD Radeon Graphics,Windows 11 Home,"32.4 x 22.5 x 1.79 cm, 1.47 kg"
"Laptop Acer Nitro Gaming AN515-57-54MV i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win10",19990000,Acer,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-57-54mv-i5-11400h,4.8,228,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884165519217_acer-nitro-gaming-an515-57-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884164112997_acer-nitro-gaming-an515-57-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884159112874_acer-nitro-gaming-an515-57-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884160675434_acer-nitro-gaming-an515-57-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/7/5/637610884165519217_acer-nitro-gaming-an515-57-den-5.jpg']","Intel, Core i5, 11400H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView LED-backlit",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11 Home,"363.4 x 255 x 23.9 mm, 2.2 kg"
"Laptop HP Envy 13 ba1536TU i5 1135G7/8GB/512GB/13.3""FHD/Win 10",19990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-envy-13-ba1536tu-i5-1135g7?he-dieu-hanh=win-10,4.9,114,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/9/18/637360388031305676_637320742814213728_hp-envy-13-ba0046tu-vang-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/9/18/637360388031265687_637320742812293783_hp-envy-13-ba0046tu-vang-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/9/18/637360388031185685_637320742811863826_hp-envy-13-ba0046tu-vang-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/9/18/637360388031355695_637320742812134144_hp-envy-13-ba0046tu-vang-3.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/9/18/637360388031195721_637320742811893719_hp-envy-13-ba0046tu-vang-5.png']","Intel, Core i5, 1135G7","8 GB (2 thanh 4 GB), DDR4, 2933 MHz","13.3 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 400 nits, LED Backlit",SSD 512 GB,Intel Iris Xe Graphics,Windows 10 Home Single Language,1.31 kg
"Laptop Lenovo Ideapad Gaming 3 15ARH7 R5 6600H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",20490000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15arh7-r5-6600h,4.8,89,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961729514184998_lenovo-ideapad-gaming-3-15arh7-trang-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961713280685303_lenovo-ideapad-gaming-3-15arh7-trang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961713280529041_lenovo-ideapad-gaming-3-15arh7-trang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961729514184998_lenovo-ideapad-gaming-3-15arh7-trang-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961713280529041_lenovo-ideapad-gaming-3-15arh7-trang-3.jpg']","AMD, Ryzen 5, 6600H","8 GB (1 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 120 Hz, 250 nits, IPS",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,Windows 11 Home,"359.6 x 266.4 x 21.8 mm, 2.315 kg"
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",20990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn144w-i5-11400h,4.9,111,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/4/8/637850092511020843_asus-tuf-gaming-fx506h-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/4/8/637850092510552100_asus-tuf-gaming-fx506h-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/4/8/637850092510395816_asus-tuf-gaming-fx506h-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/4/8/637850092511020843_asus-tuf-gaming-fx506h-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/4/8/637850092510552100_asus-tuf-gaming-fx506h-den-5.jpg']","Intel, Core i5, 11400H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-glare LED-backlit",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11,"359.0 x 256.0 x 22.8 mm, 2.3 kg"
"Laptop Dell Inspiron N3502 N4020/4GB/128GB/15.6""HD/Intel HD/Win 10/NK",5690000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3502-celeron-n4020-win-10-nk,4.9,115,['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/29/637711277397471845_dell-inspiron-n3502-pentium-n5030-win-10-nk-1.jpg'],"Intel, Celeron, N4020","4 GB (1 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1366 x 768 Pixels, TN, 60 Hz, 220 nits, Anti-glare LED-backlit",SSD 128 GB,Intel UHD Graphics 600,Windows 10 Home,"363.96 x 249 x 19.9 mm, 1.83 kg"
"Laptop Asus Gaming Zephyrus GA401QC-K2199W R7 5800HS/8GB/512GB/14""/GeForce RTX 3050 4GB/Win 11",26990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-zephyrus-gaming-ga401qc-k2199w-r7-5800hs,4.9,81,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/27/637656603493588065_asus-gaming-zephyrus-ga401-xam-noled-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/27/637656603490306845_asus-gaming-zephyrus-ga401-xam-noled-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/27/637656603491400574_asus-gaming-zephyrus-ga401-xam-noled-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/27/637656603491869356_asus-gaming-zephyrus-ga401-xam-noled-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/27/637656603492494292_asus-gaming-zephyrus-ga401-xam-noled-5.jpg']","AMD, Ryzen 7, 5800HS","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 2560 x 1440 Pixels, IPS, 120 Hz, 300 nits, Anti - Glare",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,Windows 11,"324 x 222 x 17.9 cm, 1600 g"
"Laptop Lenovo IdeaPad 5 14IAL7 i5 1235U/8GB/512GB/14"" FHD/Win 11",15690000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-14ial7-i5-1235u,4.7,26,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399348420098_lenovo-ideapad-5-14ial7-xanh-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399348107711_lenovo-ideapad-5-14ial7-xanh-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399347850492_lenovo-ideapad-5-14ial7-xanh-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399348107711_lenovo-ideapad-5-14ial7-xanh-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399346371797_lenovo-ideapad-5-14ial7-xanh-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007399346758729_lenovo-ideapad-5-14ial7-xanh-6.jpg']","Intel, Core i5, 1235U","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"356.67 x 233.13 x 17.9 mm, 1.44 kg"
"Laptop MSI Gaming GF63 Thin 11SC-663VN i7 11800H/8GB/512GB/15.6"" FHD/Geforce GTX 1650 MaxQ 4GB/Win 11",20490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11sc-663vn-i7-11800h,4.9,105,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340541330187_msi-gaming-gf63-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340540705429_msi-gaming-gf63-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340538048946_msi-gaming-gf63-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340539455202_msi-gaming-gf63-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340536799316_msi-gaming-gf63-den-5.jpg']","Intel, Core i7, 11800H","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 300 nits, FHD",SSD 512 GB,NVIDIA GeForce GTX 1650 Max-Q 4GB; Intel UHD Graphics,Windows 11 Home Single Language,"359 x 254 x 21.7 mm, 1.86 kg"
"Laptop Asus Vivobook M1403QA-LY022W R5 5600H/8GB/512GB/14""WUXGA/Win 11",15490000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m1403qa-ly022w-r5-5600h,4.8,55,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719191658652_asus-vivobook-m1403-non-oled-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719191346214_asus-vivobook-m1403-non-oled-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719189627753_asus-vivobook-m1403-non-oled-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719191814975_asus-vivobook-m1403-non-oled-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719190408683_asus-vivobook-m1403-non-oled-bac-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987719189158691_asus-vivobook-m1403-non-oled-bac-6.jpg']","AMD, Ryzen 5, 5600H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, 300 nits, LED Backlit",SSD 512 GB,AMD Radeon Graphics,Windows 11,"31.71 x 22.20 x 1.99 ~ 1.99 cm, 1.6 kg"
Laptop MacBook Air M2 2022 13 inch 8CPU 8GPU 16GB 256GB,37790000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch-ram-16gb?dung-luong=256gb,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902003522707463_macbook-air-m2-2022-vang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902003523176154_macbook-air-m2-2022-vang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902003521457467_macbook-air-m2-2022-vang-3.jpg']","Apple, M2, 8 - Core","16 GB, LPDDR4, 3200 MHz","13.6 inch, 2560 x 1644 Pixels, IPS, 60 Hz, 500 nits, Liquid Retina",SSD 256 GB,Apple M2 GPU 8 nhân,Ventura,"30.41 x 21.5 x 1.13 cm, 1.24"
"Laptop Asus Vivobook A515EA-BQ3013W/i3-1115G4/8GB/256GB/15.6""FHD/Win 11",12490000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a515ea-bq3013w-i3-1115g4,4.9,88,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/10/30/637396732534895117_asus-vivobook-a515-bac-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/17/637647989513439505_asus-vivobook-a515-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/17/637647989514659575_asus-vivobook-a515-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/10/30/637396732534427963_asus-vivobook-a515-bac-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/10/30/637396732534582881_asus-vivobook-a515-bac-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/17/637647989514559532_asus-vivobook-a515-bac-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/17/637647989512849637_asus-vivobook-a515-bac-6.jpg']","Intel, Core i3, 1115G4","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-glare LED-backlit",SSD 256 GB,Intel UHD Graphics,Windows 11 Home,"359.0 x 235.0 x 17.9 mm, 1.8 kg"
"Laptop Dell Gaming G15 5515 R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11 + Office HS21",23990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-gaming-g15-5515-r7-5800h?he-dieu-hanh=win-11,4.9,245,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992633725381_dell-gaming-g15-5515-r7-5800h-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992630600350_dell-gaming-g15-5515-r7-5800h-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992625756744_dell-gaming-g15-5515-r7-5800h-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992630444677_dell-gaming-g15-5515-r7-5800h-xam-6.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992632319068_dell-gaming-g15-5515-r7-5800h-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/17/637674992628100346_dell-gaming-g15-5515-r7-5800h-xam-5.jpg']","AMD, Ryzen 7, 5800H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch Chính:, 1920 x 1080 Pixels, WVA, 120 Hz, 250 nits, WVA Anti-glare LED Backlit Narrow Border",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB,Windows 11 Home,"357 x 275 x 25 mm, 2.81 kg"
"Laptop HP Pavilion 15 eg2037TX i5 1235U/8GB/256GB/15.6""FHD/GeForce MX550 2GB/Win 11",15190000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2037tx-i5-1235u,4.9,112,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435298829_hp-pavilion-15-eg2059tu-i5-1240p-vang-4.jpg']","Intel, Core i5, 1235U","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 250 nits, IPS FHD",SSD 256 GB,NVIDIA GeForce MX550 2GB; Intel Iris Xe Graphics,Windows 11 Home Single Language,"360.2 x 234 x 17.9 mm, 1.71 kg"
